Protocolo;data;hora;natureza;situacao;bairro;endereco;numero;detalhe_endereco_acidente;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
202215506;07/07/2022;;SEM VÍTIMA;FINALIZADA;JORDÃO;AV DONA CARENTINA;;;JORDÃO;;SUBURBIO;COLISÃO TRASEIRA;3;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202215515;07/07/2022;;COM VÍTIMA;CANCELADA;SANTO ANTÔNIO;AV DANTAS BARRETO;;;SANTO ANTÔNIO;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202215553;07/07/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;1000;RUA ALMIRANTE TAMANDARE;BOA VIAGEM;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202215554;07/07/2022;;SEM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;AV ALFREDO LISBOA;;;BAIRRO DO RECIFE;;SUBURBIO;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;
202215571;08/07/2022;;COM VÍTIMA;CANCELADA;PRADO;RUA CARLOS GOMES;481;;PRADO;;;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202215573;08/07/2022;;SEM VÍTIMA;FINALIZADA;GRAÇAS;RUA ANTONIO NOVAIS;241;RUA SOUZA DE ANDRADE;GRAÇAS;;SUBURBIO;;0;0;0;0;0;0;1;0;0;0;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;;Única;Não existe;;
202215575;08/07/2022;;COM VÍTIMA;FINALIZADA;MADALENA;RUA DEMOCRITO DE SOUZA FILHO;17;RUA BARTOLOMEU DE GUSMAO;MADALENA;;CIDADE;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202215596;08/07/2022;;COM VÍTIMA;FINALIZADA;ÁGUA FRIA;RUA SAO SEBASTIAO;1312;RUA JULIO JOSE DE SOUZA;ÁGUA FRIA;;;CHOQUE;0;0;0;0;0;0;1;0;0;2;0;Longo da via;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202215611;08/07/2022;;COM VÍTIMA;FINALIZADA;IPUTINGA;EST DO BARBALHO;532;;IPUTINGA;;CIDADE;COLISÃO COM CICLISTA;0;1;0;1;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
202215629;08/07/2022;;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;AV SUL;585;;SÃO JOSÉ;;CIDADE;CHOQUE;0;1;0;0;0;0;0;0;1;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202215642;08/07/2022;;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;RUA PROFESSOR FRANCISCO DA TRINDADE;480;RUA CATULO DA PAIXAO CEARENSE;CAMPO GRANDE;;SUBURBIO;COLISÃO TRANSVERSAL;2;0;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Dupla;Faixa seccionada;;
202215646;08/07/2022;;COM VÍTIMA;CANCELADA;LINHA DO TIRO;AV VEREADOR OTACILIO AZEVEDO;;;LINHA DO TIRO;;;COLISÃO COM CICLISTA;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202215650;08/07/2022;;COM VÍTIMA;FINALIZADA;DOIS IRMÃOS;RUA MANUEL DE MEDEIROS;;;DOIS IRMÃOS;588;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;2;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa contínua;;
202215658;08/07/2022;;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;;EST DOS REMEDIOS;AFOGADOS;53;SUBURBIO;COLISÃO TRANSVERSAL;0;0;1;0;0;1;0;0;0;2;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Não existe;;
202215665;09/07/2022;;COM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;;;CASA AMARELA;95;SUBURBIO;COLISÃO TRASEIRA;2;1;0;0;0;0;0;0;0;4;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Canteiro central;;
202215689;09/07/2022;;COM VÍTIMA;FINALIZADA;CASA AMARELA;EST DAS UBAIAS;;RUA CONS NABUCO;CASA AMARELA;655;;QUEDA;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202215737;10/07/2022;;COM VÍTIMA;FINALIZADA;NOVA DESCOBERTA;RUA NOVA DESCOBERTA;;;NOVA DESCOBERTA;;;COLISÃO LATERAL;0;1;0;0;0;1;0;0;0;1;0;;;;;;;;;;;;;
202215746;10/07/2022;;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA COSME VIANA;180;RUA DR ADELINO;AFOGADOS;426;SUBURBIO;COLISÃO LATERAL;0;2;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
202215786;10/07/2022;;COM VÍTIMA;FINALIZADA;CASA AMARELA;EST DO ARRAIAL;3310;RUA BELA VISTA;CASA AMARELA;;SUBURBIO;COLISÃO LATERAL;0;1;1;0;0;0;0;0;0;1;0;Esquina;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202215793;11/07/2022;;COM VÍTIMA;FINALIZADA;IPUTINGA;AV PROFESSOR JOAQUIM CAVALCANTI;;;IPUTINGA;;SUBURBIO;CHOQUE;1;0;0;0;0;0;0;0;0;3;0;Outros;Chuvoso;Não existe;Incompleta;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
202215805;11/07/2022;;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;;DERBY;650;;COLISÃO TRASEIRA;0;2;0;0;0;0;0;0;0;2;0;Longo da via;Bom;Sem defeito;;Molhada;Perfeito estado;Outros;Não há placas;60 km/h;Única;Faixa seccionada;;
202215820;11/07/2022;;COM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;1118;;AFOGADOS;;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa contínua;Faixa seccionada;
202215823;11/07/2022;;COM VÍTIMA;FINALIZADA;PINA;AV ENGENHEIRO DOMINGOS FERREIRA;210;;PINA;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Incompleta;Seca;Mal iluminada;Não existe;Não há placas;;Única;Não existe;;
202215894;12/07/2022;;COM VÍTIMA;FINALIZADA;AREIAS;RUA JOSE NATARIO;343;;AREIAS;;SUBURBIO;COLISÃO TRASEIRA;0;2;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202215898;12/07/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;RUA JALISCO;IMBIRIBEIRA;290;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Outras;;Dupla;Canteiro central;;
202215906;12/07/2022;;COM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;3385;;TEJIPIÓ;;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
202215934;13/07/2022;;COM VÍTIMA;FINALIZADA;DOIS UNIDOS;AV HILDEBRANDO DE VASCONCELOS;;RUA URIEL DE HOLANDA;DOIS UNIDOS;;SUBURBIO;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202215939;13/07/2022;;COM VÍTIMA;FINALIZADA;PINA;AV HERCULANO BANDEIRA;543;;PINA;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;R-6a;60 km/h;Única;Faixa seccionada;;
202215957;13/07/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA WALDEMAR NERY CARNEIRO MONTEIRO;531;RUA SIDERAL;BOA VIAGEM;;SUBURBIO;COLISÃO LATERAL;2;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
202215960;13/07/2022;;SEM VÍTIMA;FINALIZADA;CABANGA;AV ENGENHEIRO JOSE ESTELITA;;;CABANGA;;CIDADE;;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-19;60 km/h;Dupla;Faixa seccionada;Canteiro central;
202215966;13/07/2022;;COM VÍTIMA;FINALIZADA;TORRE;AV BEIRA RIO;;RUA CONDE DE IRAJA;TORRE;630;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;;
202215976;13/07/2022;;COM VÍTIMA;FINALIZADA;ÁGUA FRIA;RUA DA REGENERACAO;898A;RUA DEZESSEIS DE JULHO;ÁGUA FRIA;;;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202215986;13/07/2022;;COM VÍTIMA;CANCELADA;IBURA;RUA IBIARA;188;;IBURA;;;COLISÃO LATERAL;0;1;0;0;0;0;1;0;0;2;0;;;;;;;;;;;;;
202215993;13/07/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;1274;;BOA VIAGEM;;;ATROPELAMENTO DE PESSOA;1;0;0;0;2;0;0;0;0;2;0;;;;;;;;;;;;;
202216004;13/07/2022;;COM VÍTIMA;FINALIZADA;CASA AMARELA;RUA PADRE LEMOS;;RUA DR TOME DIAS;CASA AMARELA;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;;;
202216007;13/07/2022;;SEM VÍTIMA;CANCELADA;AREIAS;AV IZABEL DE GOES;407;;AREIAS;;;COLISÃO LATERAL;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202216008;13/07/2022;;SEM VÍTIMA;FINALIZADA;;RUA JOAO FERNANDES VIEIRA;;PRC PARQUE AMORIM;;173;SUBURBIO;;1;0;0;0;0;1;0;0;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Única;Faixa seccionada;;
202216012;14/07/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;438;RUA ARQUITETO FERNANDO ALMEIDA;IMBIRIBEIRA;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202216036;14/07/2022;;COM VÍTIMA;FINALIZADA;IPSEP;AV SENADOR ROBERT KENNEDY;350;RUA CONDESSA DE BARRAL;IPSEP;;SUBURBIO;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
202216049;14/07/2022;;COM VÍTIMA;FINALIZADA;AREIAS;AV SALDANHA MARINHO;652;AV RECIFE;AREIAS;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;;;;;;
202216058;14/07/2022;;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;;;AFOGADOS;423;;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
202216071;14/07/2022;;SEM VÍTIMA;FINALIZADA;IPSEP;AV SENADOR ROBERT KENNEDY;;RUA RIO OCEANICO;IPSEP;;;COLISÃO FRONTAL;1;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;
202216073;14/07/2022;;COM VÍTIMA;FINALIZADA;ILHA DO LEITE;RUA FRANCISCO ALVES;;RUA CAPITAO JOSE DA LUZ;ILHA DO LEITE;107;;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;"Placas ""Pare""";;Dupla;Faixa contínua;;
202216079;14/07/2022;;COM VÍTIMA;FINALIZADA;VASCO DA GAMA;RUA ALTO DO EUCALIPTO;283;;VASCO DA GAMA;;;COLISÃO LATERAL;0;2;0;0;0;0;0;0;0;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;30 km/h;Dupla;Não existe;;
202216158;15/07/2022;;COM VÍTIMA;FINALIZADA;IPSEP;RUA ITACARI;162;RUA ITAJAI;IPSEP;;;COLISÃO FRONTAL;2;0;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;"Placas ""Pare""";40 km/h;Única;Faixa contínua;;
202216172;15/07/2022;;COM VÍTIMA;CANCELADA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;1140;;BOA VIAGEM;;;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202216180;15/07/2022;;SEM VÍTIMA;FINALIZADA;TORRÕES;RUA GURUPI;80;;TORRÕES;;;COLISÃO LATERAL;0;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202216186;15/07/2022;;COM VÍTIMA;FINALIZADA;IPUTINGA;AV CAXANGA;3275;;IPUTINGA;;;QUEDA;0;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
202216190;15/07/2022;;COM VÍTIMA;FINALIZADA;SAN MARTIN;AV GENERAL SAN MARTIN;2489;;SAN MARTIN;;SUBURBIO;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;;;;;Dupla;Não existe;;
202216215;16/07/2022;;COM VÍTIMA;FINALIZADA;PINA;AV ANTONIO DE GOES;;;PINA;103;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Outros;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;;;Única;Faixa seccionada;;
202216251;16/07/2022;;COM VÍTIMA;FINALIZADA;GRAÇAS;RUA SAO SALVADOR;105;;GRAÇAS;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;;Molhada;Perfeito estado;;;;;;;
202216266;16/07/2022;;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;RUA MARQUES DE ABRANTES;124;RUA PRUDENTE DE MORAES;CAMPO GRANDE;;CIDADE;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;"Placas ""Pare""";;Dupla;Faixa seccionada;;
202216283;16/07/2022;;SEM VÍTIMA;FINALIZADA;ENGENHO DO MEIO;RUA PEDRO DA CUNHA ANDRADE;43;;ENGENHO DO MEIO;;;COLISÃO TRANSVERSAL;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202216286;16/07/2022;;SEM VÍTIMA;FINALIZADA;SAN MARTIN;RUA DR TELESPHORO FRAGOSO;1555;;SAN MARTIN;;;CHOQUE;3;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202216313;17/07/2022;;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA FLORIANO PEIXOTO;;;SÃO JOSÉ;;;CHOQUE;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;
202216315;17/07/2022;;SEM VÍTIMA;CANCELADA;BRASÍLIA TEIMOSA;RUA DO JAU;;RUA ALAGOINHA;BRASÍLIA TEIMOSA;;;COLISÃO LATERAL;1;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;
202216339;17/07/2022;;COM VÍTIMA;FINALIZADA;MADALENA;AV ENGENHEIRO ABDIAS DE CARVALHO;;;MADALENA;;;COLISÃO TRANSVERSAL;0;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202216340;18/07/2022;;SEM VÍTIMA;FINALIZADA;NOVA DESCOBERTA;AV NORTE MIGUEL ARRAES DE ALENCAR;;RUA NOVA DESCOBERTA;NOVA DESCOBERTA;65;;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202216341;18/07/2022;;COM VÍTIMA;FINALIZADA;VÁRZEA;AV CAXANGA;;RUA GASTAO VIDIGAL;VÁRZEA;281;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Dupla;;;
202216362;18/07/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PEDRO PAES MENDONCA;;AV FERNANDO SIMOES BARBOSA;BOA VIAGEM;544;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;;Faixa de pedestre;;60 km/h;Única;;;
202216371;18/07/2022;;COM VÍTIMA;FINALIZADA;CORDEIRO;RUA SOUZA BANDEIRA;;AV CAXANGA;CORDEIRO;;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Única;Faixa seccionada;;
202216392;18/07/2022;;SEM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;RUA OSORIO BORBA;;RUA ATOR ELPIDIO CAMARA;JARDIM SÃO PAULO;;;COLISÃO FRONTAL;1;0;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Outras;;Única;Não existe;;
202216399;18/07/2022;;COM VÍTIMA;CANCELADA;JARDIM SÃO PAULO;RUA EUZEBIO DE MATOS;663;AV PIRACICABA;JARDIM SÃO PAULO;;;COLISÃO LATERAL;1;0;0;0;0;0;1;0;0;1;0;;;;;;;;;;;;;
202216400;18/07/2022;;SEM VÍTIMA;FINALIZADA;BOA VISTA;AV GOVERNADOR AGAMENON MAGALHAES;;;BOA VISTA;;;COLISÃO LATERAL;1;0;0;0;0;1;0;0;0;0;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Outras;60km/h;Dupla;Canteiro central;;
202216403;18/07/2022;;COM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;;;AFOGADOS;;CIDADE;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa contínua;Faixa seccionada;
202216414;19/07/2022;;COM VÍTIMA;FINALIZADA;APIPUCOS;RUA DE APIPUCOS;1252;RUA CAETES;APIPUCOS;248;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
202216421;19/07/2022;;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;2528;;IPSEP;;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Canteiro central;;
202216441;19/07/2022;;SEM VÍTIMA;FINALIZADA;BOA VISTA;PRC PARQUE AMORIM;;;BOA VISTA;;;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202216450;19/07/2022;;COM VÍTIMA;FINALIZADA;BONGI;AV CONSUL VILARES FRAGOSO;60;RUA DR JOAO COSTA;BONGI;;CIDADE;COLISÃO LATERAL;0;1;0;0;0;1;0;0;0;1;0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202216469;19/07/2022;;COM VÍTIMA;FINALIZADA;ESPINHEIRO;AV CONS ROSA E SILVA;;RUA AMELIA;ESPINHEIRO;46;SUBURBIO;COLISÃO COM CICLISTA;0;1;0;1;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa contínua;;
202216472;19/07/2022;;COM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;;;IBURA;;CIDADE;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202216483;20/07/2022;;COM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;RUA FLORIANO PEIXOTO;;PRC JOAQUIM NABUCO;SANTO ANTÔNIO;;;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Ilegível;Seca;Mal conservada;Não existe;Não há placas;;Única;Faixa seccionada;;
202216484;20/07/2022;;SEM VÍTIMA;FINALIZADA;CAXANGÁ;AV CAXANGA;;;CAXANGÁ;;;COLISÃO LATERAL;0;1;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;;Dupla;Canteiro central;;
202216487;20/07/2022;;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;3460;AV RAIMUNDO DINIZ;IPSEP;247;CIDADE;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Ilegível;Molhada;Perfeito estado;Outros;;60 km/h;Dupla;Canteiro central;;
202216493;20/07/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA SA E SOUZA;381;RUA CAPITAO ZUZINHA;BOA VIAGEM;420;;ATROPELAMENTO DE PESSOA;0;0;0;0;1;1;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Incompleta;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Não existe;;
202216499;20/07/2022;;COM VÍTIMA;FINALIZADA;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;240;RUA QUINZE DE MARCO;TORRÕES;422;CIDADE;COLISÃO TRASEIRA;1;2;0;0;0;0;1;0;0;2;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;R-6a;;Dupla;Canteiro central;;
202216505;20/07/2022;;COM VÍTIMA;CANCELADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;945;;IMBIRIBEIRA;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
202216516;20/07/2022;;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;;AV DOM HELDER CAMARA;IPSEP;55;;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Outras;60 km/h;Dupla;Canteiro central;;
202216536;20/07/2022;;COM VÍTIMA;FINALIZADA;APIPUCOS;RUA DOIS IRMAOS;147;RUA DE APIPUCOS;APIPUCOS;;SUBURBIO;COLISÃO TRANSVERSAL;1;2;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Outras;50 km/h;Dupla;Faixa contínua;;
202216537;20/07/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ANTONIO FALCAO;475;;IMBIRIBEIRA;402;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Outros;;
202216554;21/07/2022;;VÍTIMA FATAL;FINALIZADA;MADALENA;AV CAXANGA;653;RUA JOSE OSORIO;MADALENA;489;CIDADE;CHOQUE;1;0;0;0;0;0;0;0;1;0;1;Longo da via;Chuvoso;Intermitente;Não existente;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;;Canteiro central;;
202216582;21/07/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;2714;;SANTO AMARO;;CIDADE;QUEDA;0;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Única;Faixa contínua;;
202216636;21/07/2022;;SEM VÍTIMA;FINALIZADA;CAMPO GRANDE;EST DE BELEM;1589;;CAMPO GRANDE;;;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202216680;22/07/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA SA E SOUZA;1300;RUA BALTAZAR PASSOS;BOA VIAGEM;;;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Não existe;Ilegível;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa seccionada;;
