Protocolo;data;hora;natureza;situacao;bairro;endereco;numero;detalhe_endereco_acidente;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
202205728;15/03/2022;;SEM VÍTIMA;FINALIZADA;CAXANGÁ;AV JOAQUIM RIBEIRO;;RUA RIBEIRO PESSOA;CAXANGÁ;281;CIDADE;COLISÃO TRANSVERSAL;2;0;0;0;0;0;0;0;0;0;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;60 km/h;Única;Canteiro central;;
202205747;15/03/2022;;COM VÍTIMA;FINALIZADA;DOIS IRMÃOS;RUA DOIS IRMAOS;;;DOIS IRMÃOS;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;2;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
202205750;15/03/2022;;SEM VÍTIMA;FINALIZADA;CABANGA;AV ENGENHEIRO JOSE ESTELITA;;;CABANGA;;;COLISÃO LATERAL;1;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;
202205760;15/03/2022;;COM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA BARAO DE ITAMARACA;;RUA DO ESPINHEIRO;ESPINHEIRO;86;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;Faixa seccionada;
202205764;15/03/2022;;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA DOM BOSCO;1000;;BOA VISTA;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
202205767;15/03/2022;;COM VÍTIMA;FINALIZADA;CORDEIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;;;CORDEIRO;688;SUBURBIO;COLISÃO TRASEIRA;0;2;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;60 km/h;Única;Faixa contínua;;
202205786;15/03/2022;;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV NORTE MIGUEL ARRAES DE ALENCAR;;RUA NUMA POMPILHO;SANTO AMARO;;;COLISÃO FRONTAL;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202205797;16/03/2022;;COM VÍTIMA;FINALIZADA;JOANA BEZERRA;AV CENTRAL;S/N;;JOANA BEZERRA;;SUBURBIO;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Outros;Bom;Não existe;Não existente;Seca;Mal conservada;Não existe;Não há placas;;Dupla;Não existe;;
202205810;16/03/2022;;COM VÍTIMA;FINALIZADA;TAMARINEIRA;RUA PADRE ROMA;;;TAMARINEIRA;;SUBURBIO;COLISÃO TRASEIRA;0;2;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;Canteiro central;
202205816;16/03/2022;;COM VÍTIMA;FINALIZADA;CORDEIRO;RUA GOMES TABORDA;1644;RUA FIRMINO DE BARROS;CORDEIRO;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
202205818;16/03/2022;;COM VÍTIMA;DUPLICIDADE;CORDEIRO;RUA GOMES TABORDA;1583;;CORDEIRO;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;2;0;;;;;;;;;;;;;
202205828;16/03/2022;;SEM VÍTIMA;FINALIZADA;IBURA;RUA EXP FRANCISCO VITORIANO;67;;IBURA;;;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202205832;16/03/2022;;SEM VÍTIMA;FINALIZADA;FUNDÃO;RUA DALVA DE OLIVEIRA;;;FUNDÃO;;;;2;0;0;0;0;0;0;0;0;0;0;Cruzamento;Bom;Não existe;;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;;;
202205833;16/03/2022;;COM VÍTIMA;FINALIZADA;VÁRZEA;AV CAXANGA;;;VÁRZEA;;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa seccionada;Canteiro central;
202205838;16/03/2022;;COM VÍTIMA;FINALIZADA;IPUTINGA;AV CAXANGA;;RUA MANOEL JOAQUIM DE ALMEIDA;IPUTINGA;;SUL;COLISÃO LATERAL;0;2;0;0;0;0;0;0;0;2;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Agente;R-6a;40 km/h;Única;Não existe;;
202205845;16/03/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV VISCONDE DE SUASSUNA;775;RUA GOUVEIA DE BARROS;SANTO AMARO;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;40 km/h;;Faixa seccionada;;
202205848;16/03/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;;;BOA VIAGEM;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;Canteiro central;
202205866;16/03/2022;;COM VÍTIMA;FINALIZADA;ARRUDA;RUA DAS MOCAS;1071;RUA DA REGENERACAO;ARRUDA;472;CIDADE;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;30 km/h;Dupla;Não existe;;
202205887;17/03/2022;;COM VÍTIMA;FINALIZADA;ILHA DO LEITE;AV GOVERNADOR AGAMENON MAGALHAES;4775;RUA DR JOAO ASFORA;ILHA DO LEITE;672;OLINDA;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Canteiro central;;
202205917;17/03/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;315;RUA ERNESTO DE PAULA SANTOS;BOA VIAGEM;217;SUBURBIO;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;"Placas ""Pare""";;Dupla;Canteiro central;;
202205934;17/03/2022;;COM VÍTIMA;FINALIZADA;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;790;;TORRÕES;;SUBURBIO;ATROPELAMENTO DE PESSOA;2;0;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Dupla;Faixa seccionada;;
202205970;17/03/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA SARGENTO SILVINO DE MACEDO;550;;IMBIRIBEIRA;;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;2;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202205992;18/03/2022;;COM VÍTIMA;FINALIZADA;ILHA JOANA BEZERRA;AV BEIRA RIO;;;ILHA JOANA BEZERRA;;SUBURBIO;COLISÃO TRASEIRA;0;1;0;0;0;0;1;0;0;1;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Não existe;;
202206010;18/03/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;VIADUTO TANCREDO NEVES;;;IMBIRIBEIRA;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Blocos;;
202206012;18/03/2022;;SEM VÍTIMA;FINALIZADA;SAN MARTIN;AV CONSUL VILARES FRAGOSO;;AV GENERAL SAN MARTIN;SAN MARTIN;326;SUBURBIO;;1;1;0;0;0;0;0;0;0;0;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;;
202206016;18/03/2022;;COM VÍTIMA;CANCELADA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;;BOA VIAGEM;;;COLISÃO LATERAL;0;0;0;0;0;0;0;0;0;2;0;;;;;;;;;;;;;
202206050;19/03/2022;;COM VÍTIMA;FINALIZADA;PRADO;AV ENGENHEIRO ABDIAS DE CARVALHO;1233;;PRADO;;CIDADE;TOMBAMENTO;0;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Não existe;R-6a;60 km/h;Dupla;Canteiro central;;
202206073;19/03/2022;;SEM VÍTIMA;FINALIZADA;TEJIPIÓ;AV DR JOSE RUFINO;;;TEJIPIÓ;;SUBURBIO;;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
202206098;20/03/2022;;COM VÍTIMA;FINALIZADA;CASA AMARELA;EST DO ARRAIAL;;;CASA AMARELA;291;SUBURBIO;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;;;
202206130;20/03/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;333;;BOA VIAGEM;;CIDADE;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;
202206133;20/03/2022;;COM VÍTIMA;FINALIZADA;NOVA DESCOBERTA;AV VEREADOR OTACILIO AZEVEDO;3018;;NOVA DESCOBERTA;;SUBURBIO;COLISÃO TRANSVERSAL;0;1;0;0;0;0;0;1;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;;;;Dupla;Faixa seccionada;;
202206148;21/03/2022;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PADRE BERNADINO PESSOA;778;;BOA VIAGEM;;;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202206152;21/03/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;;BOA VIAGEM;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;60 km/h;Dupla;Canteiro central;;
202206154;21/03/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;SANTO AMARO;684;OLINDA;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;;Dupla;Faixa seccionada;Canteiro central;
202206155;21/03/2022;;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;2528;RUA ADERBAL DE MELO;IPSEP;;BR-101;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;2;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
202206156;21/03/2022;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV MARECHAL JUAREZ TAVORA;;;BOA VIAGEM;556;SUBURBIO;;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa contínua;Faixa seccionada;
202206161;21/03/2022;;SEM VÍTIMA;FINALIZADA;VÁRZEA;RUA TAMBIA;114;;VÁRZEA;;SUBURBIO;;0;0;0;0;0;1;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;30 km/h;Dupla;Não existe;;
202206169;21/03/2022;;COM VÍTIMA;FINALIZADA;ILHA DO RETIRO;RUA SPORT CLUBE DO RECIFE;;;ILHA DO RETIRO;367;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
202206181;21/03/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;306;;BOA VIAGEM;119;CIDADE;COLISÃO TRASEIRA;3;0;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-4a;;Única;Faixa contínua;;
202206201;21/03/2022;;COM VÍTIMA;FINALIZADA;SAN MARTIN;AV JOAO CABRAL DE MELO NETO;2702;RUA TENENTE MINDELO;SAN MARTIN;250;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;2;0;Esquina;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Dupla;Faixa contínua;Faixa seccionada;Canteiro central
202206209;21/03/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;2967;RUA ITACARE;IMBIRIBEIRA;386;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;Única;Faixa seccionada;;
202206218;21/03/2022;;SEM VÍTIMA;FINALIZADA;CASA FORTE;AV DEZESSETE DE AGOSTO;;;CASA FORTE;;SUBURBIO;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;;;Dupla;Faixa seccionada;;
202206219;21/03/2022;;COM VÍTIMA;FINALIZADA;FUNDÃO;AV BEBERIBE;2616;;FUNDÃO;;SUBURBIO;ATROPELAMENTO DE PESSOA;1;0;0;0;1;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
202206221;21/03/2022;;SEM VÍTIMA;FINALIZADA;IPUTINGA;AV CAXANGA;3342;;IPUTINGA;;;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202206245;22/03/2022;;COM VÍTIMA;FINALIZADA;ZUMBI;RUA SOUZA BANDEIRA;;RUA TOMAZ GONZAGA;ZUMBI;448;CIDADE;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Única;Outros;;
202206246;22/03/2022;;COM VÍTIMA;FINALIZADA;IBURA;RUA EXP FRANCISCO VITORIANO;98;;IBURA;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;R-6a;30 km/h;Dupla;Faixa seccionada;;
202206299;22/03/2022;;SEM VÍTIMA;FINALIZADA;VÁRZEA;RUA EVARISTO FERREIRA DA SILVA;472;;VÁRZEA;;CIDADE;CHOQUE;3;0;0;0;0;0;0;0;0;0;0;Longo da via;Chuvoso;Não existe;Não existente;Molhada;Mal conservada;Não existe;Não há placas;;Dupla;Não existe;;
202206312;22/03/2022;;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA IMPERIAL;2194;;SÃO JOSÉ;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
202206318;22/03/2022;;SEM VÍTIMA;FINALIZADA;AREIAS;AV CAPITAO GREGORIO DE CALDAS;;AV RECIFE;AREIAS;494;;;1;0;0;0;0;0;0;1;0;0;0;Cruzamento;Chuvoso;Sem defeito;;Molhada;Perfeito estado;Não existe;R-4a;30 km/h;Única;Canteiro central;;
202206324;22/03/2022;;COM VÍTIMA;FINALIZADA;ÁGUA FRIA;RUA SAO SEBASTIAO;130;;ÁGUA FRIA;;SUBURBIO;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
202206337;22/03/2022;;COM VÍTIMA;FINALIZADA;PARNAMIRIM;RUA LEONARDO BEZERRA CAVALCANTE;587;RUA JOAO TUDE DE MELO;PARNAMIRIM;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Outras;;;Não existe;;
202206345;23/03/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA JORNALISTA FRANCISCO ALMEIDA;;AV CONSELHEIRO AGUIAR;BOA VIAGEM;;;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;;;;;;;;;;;;;
202206347;23/03/2022;;COM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;AV MARTINS DE BARROS;;;SANTO ANTÔNIO;;;CHOQUE;3;0;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa seccionada;;
202206368;23/03/2022;;SEM VÍTIMA;CANCELADA;SANTO AMARO;RUA DA UNIAO;;RUA MAMEDE SIMOES;SANTO AMARO;;;COLISÃO TRANSVERSAL;1;0;0;0;0;1;0;0;0;0;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;"Placas ""Pare""";;Única;Não existe;;
202206379;23/03/2022;;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR CARLOS DE LIMA CAVALCANTI;229;AV GOVERNADOR AGAMENON MAGALHAES;DERBY;75;CIDADE;ATROPELAMENTO DE PESSOA;0;0;0;0;1;1;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;40 km/h;Dupla;Canteiro central;;
202206397;23/03/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;1656;RUA JOSE MOREIRA LEAL;BOA VIAGEM;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;30 km/h;Única;Faixa seccionada;Canteiro central;
202206400;23/03/2022;;SEM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;5359;;CASA AMARELA;;CIDADE;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Canteiro central;;
202206437;23/03/2022;;COM VÍTIMA;FINALIZADA;SANTO AMARO;RUA DO POMBAL;;PRC DO CAMPO SANTO;SANTO AMARO;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;;;;;;;
202206440;23/03/2022;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;898;RUA OLIVIA MENELAU;IMBIRIBEIRA;396;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa contínua;;
202206450;23/03/2022;;SEM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;1030;;AFOGADOS;;;COLISÃO FRONTAL;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
202206451;23/03/2022;;COM VÍTIMA;FINALIZADA;COQUEIRAL;RUA APRIGIO GUIMARAES;;RUA MATOSO DA CAMARA;COQUEIRAL;;;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Faixa de retenção;Não há placas;;Dupla;Não existe;;
202206484;24/03/2022;;COM VÍTIMA;FINALIZADA;ILHA DO RETIRO;AV ENGENHEIRO ABDIAS DE CARVALHO;;EST DOS REMEDIOS;ILHA DO RETIRO;52;SUBURBIO;QUEDA;0;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Canteiro central;;
202206489;24/03/2022;;COM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;6465;;CASA AMARELA;256;CIDADE;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;2;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;R-6a;40 km/h;Dupla;Canteiro central;;
202206492;22/03/2022;;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA DOS PALMARES;130;;BOA VISTA;;SUBURBIO;CAPOTAMENTO;0;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Incompleta;Molhada;Outros;Não existe;Não há placas;;Única;Faixa seccionada;;
202206531;24/03/2022;;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;RUA ODORICO MENDES;292;;CAMPO GRANDE;;SUBURBIO;COLISÃO TRANSVERSAL;2;2;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa seccionada;;
202206536;24/03/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA TENENTE JOAO CICERO;;;BOA VIAGEM;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Outras;60 km/h;Única;;;
202206553;25/03/2022;;SEM VÍTIMA;FINALIZADA;VASCO DA GAMA;AV VEREADOR OTACILIO AZEVEDO;811;;VASCO DA GAMA;;SUBURBIO;;0;0;0;0;0;1;0;1;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;Dupla;Faixa seccionada;;
202206556;25/03/2022;;COM VÍTIMA;FINALIZADA;PINA;AVENIDA CELSO FURTADO (VIA MANGUE);508;;PINA;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;Canteiro central;
202206558;25/03/2022;;COM VÍTIMA;FINALIZADA;PINA;PTE GOVERNADOR PAULO GUERRA;;;PINA;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Ponte;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Dupla;Faixa contínua;;
202206560;25/03/2022;;COM VÍTIMA;FINALIZADA;ILHA JOANA BEZERRA;PTE JOSE DE BARROS LIMA;;AV GOVERNADOR AGAMENON MAGALHAES;ILHA JOANA BEZERRA;;SUBURBIO;QUEDA;0;0;0;1;0;0;0;0;0;1;0;Viaduto;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Canteiro central;;
202206565;25/03/2022;;COM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;;;CASA AMARELA;;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Canteiro central;;
202206574;25/03/2022;;SEM VÍTIMA;FINALIZADA;ILHA DO LEITE;PTE JOSE DE BARROS LIMA;;;ILHA DO LEITE;;;;0;0;0;0;0;0;1;1;0;0;0;Ponte;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;;Dupla;Faixa seccionada;;
202206578;25/03/2022;;COM VÍTIMA;FINALIZADA;CASA AMARELA;RUA DA HARMONIA;89;;CASA AMARELA;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;30 km/h;;Não existe;;
202206605;25/03/2022;;COM VÍTIMA;FINALIZADA;SANCHO;AV LIBERDADE;1259;AV TEMPO FELIZ;SANCHO;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Ilegível;Seca;Perfeito estado;Faixa de retenção;Não há placas;;Dupla;Não existe;;
202206628;25/03/2022;;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;RUA ODORICO MENDES;123;;CAMPO GRANDE;;SUBURBIO;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
202206638;25/03/2022;;SEM VÍTIMA;FINALIZADA;MADALENA;AV VISCONDE DE ALBUQUERQUE;434;RUA BARTOLOMEU DE GUSMAO;MADALENA;;SUBURBIO;COLISÃO TRANSVERSAL;1;0;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;
202206652;26/03/2022;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;;RUA TOME GIBSON;BOA VIAGEM;2;SUBURBIO;COLISÃO FRONTAL;2;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;Única;Faixa seccionada;;
202206653;26/03/2022;;COM VÍTIMA;FINALIZADA;VÁRZEA;AV CAXANGA;;;VÁRZEA;609;SUBURBIO;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Única;Faixa contínua;Faixa seccionada;Canteiro central
202206666;26/03/2022;;COM VÍTIMA;CANCELADA;IPSEP;AV RECIFE;;;IPSEP;;CIDADE;COLISÃO LATERAL;1;0;0;0;0;0;1;0;0;1;0;;;;;;;;;;;;;
